tab_code,表章項目,cat01_code,産業分類,cat02_code,性別_基本,area_code,地域,time_code,時間軸（2020～2023）,unit,value,annotation
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,38000,愛媛県,2022000000,2022年,千円,382.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,38000,愛媛県,2021000000,2021年,千円,343.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,38000,愛媛県,2020000000,2020年,千円,364.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,39000,高知県,2023000000,2023年,千円,364.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,39000,高知県,2022000000,2022年,千円,428.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,39000,高知県,2021000000,2021年,千円,428.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,39000,高知県,2020000000,2020年,千円,404.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,40000,福岡県,2023000000,2023年,千円,408.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,40000,福岡県,2022000000,2022年,千円,419.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,40000,福岡県,2021000000,2021年,千円,464.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,40000,福岡県,2020000000,2020年,千円,403.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,41000,佐賀県,2023000000,2023年,千円,354.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,41000,佐賀県,2022000000,2022年,千円,374.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,41000,佐賀県,2021000000,2021年,千円,422.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,41000,佐賀県,2020000000,2020年,千円,376.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,42000,長崎県,2023000000,2023年,千円,359.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,42000,長崎県,2022000000,2022年,千円,353.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,42000,長崎県,2021000000,2021年,千円,409.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,42000,長崎県,2020000000,2020年,千円,397.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,43000,熊本県,2023000000,2023年,千円,351.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,43000,熊本県,2022000000,2022年,千円,438.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,43000,熊本県,2021000000,2021年,千円,366.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,43000,熊本県,2020000000,2020年,千円,341.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,44000,大分県,2023000000,2023年,千円,378.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,44000,大分県,2022000000,2022年,千円,382.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,44000,大分県,2021000000,2021年,千円,454.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,44000,大分県,2020000000,2020年,千円,366.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,45000,宮崎県,2023000000,2023年,千円,350.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,45000,宮崎県,2022000000,2022年,千円,392.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,45000,宮崎県,2021000000,2021年,千円,413.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,45000,宮崎県,2020000000,2020年,千円,385.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,46000,鹿児島県,2023000000,2023年,千円,367.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,46000,鹿児島県,2022000000,2022年,千円,359.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,46000,鹿児島県,2021000000,2021年,千円,483.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,46000,鹿児島県,2020000000,2020年,千円,399.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,47000,沖縄県,2023000000,2023年,千円,458.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,47000,沖縄県,2022000000,2022年,千円,419.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,47000,沖縄県,2021000000,2021年,千円,437.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,1,男女計,47000,沖縄県,2020000000,2020年,千円,395.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,0,全国,2023000000,2023年,千円,421.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,0,全国,2022000000,2022年,千円,413.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,0,全国,2021000000,2021年,千円,433.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,0,全国,2020000000,2020年,千円,413.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,1000,北海道,2023000000,2023年,千円,383.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,1000,北海道,2022000000,2022年,千円,372.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,1000,北海道,2021000000,2021年,千円,354.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,1000,北海道,2020000000,2020年,千円,358.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,2000,青森県,2023000000,2023年,千円,401.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,2000,青森県,2022000000,2022年,千円,336.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,2000,青森県,2021000000,2021年,千円,278.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,2000,青森県,2020000000,2020年,千円,407.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,3000,岩手県,2023000000,2023年,千円,330.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,3000,岩手県,2022000000,2022年,千円,322.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,3000,岩手県,2021000000,2021年,千円,300.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,3000,岩手県,2020000000,2020年,千円,349.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,4000,宮城県,2023000000,2023年,千円,367.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,4000,宮城県,2022000000,2022年,千円,341.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,4000,宮城県,2021000000,2021年,千円,381.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,4000,宮城県,2020000000,2020年,千円,500.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,5000,秋田県,2023000000,2023年,千円,346.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,5000,秋田県,2022000000,2022年,千円,327.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,5000,秋田県,2021000000,2021年,千円,298.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,5000,秋田県,2020000000,2020年,千円,401.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,6000,山形県,2023000000,2023年,千円,367.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,6000,山形県,2022000000,2022年,千円,355.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,6000,山形県,2021000000,2021年,千円,305.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,6000,山形県,2020000000,2020年,千円,340.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,7000,福島県,2023000000,2023年,千円,394.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,7000,福島県,2022000000,2022年,千円,372.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,7000,福島県,2021000000,2021年,千円,346.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,7000,福島県,2020000000,2020年,千円,412.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,8000,茨城県,2023000000,2023年,千円,400.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,8000,茨城県,2022000000,2022年,千円,415.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,8000,茨城県,2021000000,2021年,千円,437.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,8000,茨城県,2020000000,2020年,千円,452.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,9000,栃木県,2023000000,2023年,千円,499.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,9000,栃木県,2022000000,2022年,千円,435.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,9000,栃木県,2021000000,2021年,千円,512.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,9000,栃木県,2020000000,2020年,千円,491.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,10000,群馬県,2023000000,2023年,千円,438.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,10000,群馬県,2022000000,2022年,千円,448.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,10000,群馬県,2021000000,2021年,千円,500.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,10000,群馬県,2020000000,2020年,千円,456.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,11000,埼玉県,2023000000,2023年,千円,439.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,11000,埼玉県,2022000000,2022年,千円,435.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,11000,埼玉県,2021000000,2021年,千円,466.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,11000,埼玉県,2020000000,2020年,千円,403.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,12000,千葉県,2023000000,2023年,千円,465.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,12000,千葉県,2022000000,2022年,千円,411.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,12000,千葉県,2021000000,2021年,千円,450.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,12000,千葉県,2020000000,2020年,千円,439.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,13000,東京都,2023000000,2023年,千円,495.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,13000,東京都,2022000000,2022年,千円,480.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,13000,東京都,2021000000,2021年,千円,508.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,13000,東京都,2020000000,2020年,千円,481.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,14000,神奈川県,2023000000,2023年,千円,434.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,14000,神奈川県,2022000000,2022年,千円,430.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,14000,神奈川県,2021000000,2021年,千円,499.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,14000,神奈川県,2020000000,2020年,千円,500.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,15000,新潟県,2023000000,2023年,千円,435.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,15000,新潟県,2022000000,2022年,千円,401.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,15000,新潟県,2021000000,2021年,千円,438.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,15000,新潟県,2020000000,2020年,千円,402.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,16000,富山県,2023000000,2023年,千円,471.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,16000,富山県,2022000000,2022年,千円,437.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,16000,富山県,2021000000,2021年,千円,434.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,16000,富山県,2020000000,2020年,千円,423.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,17000,石川県,2023000000,2023年,千円,438.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,17000,石川県,2022000000,2022年,千円,400.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,17000,石川県,2021000000,2021年,千円,413.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,17000,石川県,2020000000,2020年,千円,452.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,18000,福井県,2023000000,2023年,千円,398.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,18000,福井県,2022000000,2022年,千円,404.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,18000,福井県,2021000000,2021年,千円,387.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,18000,福井県,2020000000,2020年,千円,377.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,19000,山梨県,2023000000,2023年,千円,419.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,19000,山梨県,2022000000,2022年,千円,435.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,19000,山梨県,2021000000,2021年,千円,456.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,19000,山梨県,2020000000,2020年,千円,451.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,20000,長野県,2023000000,2023年,千円,417.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,20000,長野県,2022000000,2022年,千円,398.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,20000,長野県,2021000000,2021年,千円,444.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,20000,長野県,2020000000,2020年,千円,400.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,21000,岐阜県,2023000000,2023年,千円,365.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,21000,岐阜県,2022000000,2022年,千円,366.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,21000,岐阜県,2021000000,2021年,千円,445.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,21000,岐阜県,2020000000,2020年,千円,405.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,22000,静岡県,2023000000,2023年,千円,445.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,22000,静岡県,2022000000,2022年,千円,449.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,22000,静岡県,2021000000,2021年,千円,444.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,22000,静岡県,2020000000,2020年,千円,432.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,23000,愛知県,2023000000,2023年,千円,434.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,23000,愛知県,2022000000,2022年,千円,447.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,23000,愛知県,2021000000,2021年,千円,449.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,23000,愛知県,2020000000,2020年,千円,385.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,24000,三重県,2023000000,2023年,千円,383.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,24000,三重県,2022000000,2022年,千円,393.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,24000,三重県,2021000000,2021年,千円,380.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,24000,三重県,2020000000,2020年,千円,390.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,25000,滋賀県,2023000000,2023年,千円,337.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,25000,滋賀県,2022000000,2022年,千円,368.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,25000,滋賀県,2021000000,2021年,千円,375.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,25000,滋賀県,2020000000,2020年,千円,392.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,26000,京都府,2023000000,2023年,千円,349.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,26000,京都府,2022000000,2022年,千円,351.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,26000,京都府,2021000000,2021年,千円,377.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,26000,京都府,2020000000,2020年,千円,375.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,27000,大阪府,2023000000,2023年,千円,396.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,27000,大阪府,2022000000,2022年,千円,375.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,27000,大阪府,2021000000,2021年,千円,368.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,27000,大阪府,2020000000,2020年,千円,393.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,28000,兵庫県,2023000000,2023年,千円,368.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,28000,兵庫県,2022000000,2022年,千円,342.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,28000,兵庫県,2021000000,2021年,千円,355.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,28000,兵庫県,2020000000,2020年,千円,355.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,29000,奈良県,2023000000,2023年,千円,380.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,29000,奈良県,2022000000,2022年,千円,375.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,29000,奈良県,2021000000,2021年,千円,388.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,29000,奈良県,2020000000,2020年,千円,391.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,30000,和歌山県,2023000000,2023年,千円,377.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,30000,和歌山県,2022000000,2022年,千円,349.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,30000,和歌山県,2021000000,2021年,千円,381.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,30000,和歌山県,2020000000,2020年,千円,371.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,31000,鳥取県,2023000000,2023年,千円,417.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,31000,鳥取県,2022000000,2022年,千円,395.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,31000,鳥取県,2021000000,2021年,千円,410.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,31000,鳥取県,2020000000,2020年,千円,400.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,32000,島根県,2023000000,2023年,千円,403.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,32000,島根県,2022000000,2022年,千円,405.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,32000,島根県,2021000000,2021年,千円,416.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,32000,島根県,2020000000,2020年,千円,406.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,33000,岡山県,2023000000,2023年,千円,383.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,33000,岡山県,2022000000,2022年,千円,399.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,33000,岡山県,2021000000,2021年,千円,393.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,33000,岡山県,2020000000,2020年,千円,406.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,34000,広島県,2023000000,2023年,千円,442.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,34000,広島県,2022000000,2022年,千円,397.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,34000,広島県,2021000000,2021年,千円,449.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,34000,広島県,2020000000,2020年,千円,400.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,35000,山口県,2023000000,2023年,千円,423.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,35000,山口県,2022000000,2022年,千円,402.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,35000,山口県,2021000000,2021年,千円,412.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,35000,山口県,2020000000,2020年,千円,440.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,36000,徳島県,2023000000,2023年,千円,405.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,36000,徳島県,2022000000,2022年,千円,407.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,36000,徳島県,2021000000,2021年,千円,464.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,36000,徳島県,2020000000,2020年,千円,413.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,37000,香川県,2023000000,2023年,千円,414.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,37000,香川県,2022000000,2022年,千円,405.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,37000,香川県,2021000000,2021年,千円,404.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,37000,香川県,2020000000,2020年,千円,407.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,38000,愛媛県,2023000000,2023年,千円,406.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,38000,愛媛県,2022000000,2022年,千円,386.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,38000,愛媛県,2021000000,2021年,千円,347.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,38000,愛媛県,2020000000,2020年,千円,370.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,39000,高知県,2023000000,2023年,千円,381.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,39000,高知県,2022000000,2022年,千円,449.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,39000,高知県,2021000000,2021年,千円,444.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,39000,高知県,2020000000,2020年,千円,423.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,40000,福岡県,2023000000,2023年,千円,421.4,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,40000,福岡県,2022000000,2022年,千円,428.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,40000,福岡県,2021000000,2021年,千円,476.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,40000,福岡県,2020000000,2020年,千円,413.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,41000,佐賀県,2023000000,2023年,千円,365.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,41000,佐賀県,2022000000,2022年,千円,386.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,41000,佐賀県,2021000000,2021年,千円,438.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,41000,佐賀県,2020000000,2020年,千円,383.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,42000,長崎県,2023000000,2023年,千円,368.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,42000,長崎県,2022000000,2022年,千円,364.9,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,42000,長崎県,2021000000,2021年,千円,420.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,42000,長崎県,2020000000,2020年,千円,407.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,43000,熊本県,2023000000,2023年,千円,354.3,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,43000,熊本県,2022000000,2022年,千円,455.2,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,43000,熊本県,2021000000,2021年,千円,381.0,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,43000,熊本県,2020000000,2020年,千円,353.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,44000,大分県,2023000000,2023年,千円,383.7,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,44000,大分県,2022000000,2022年,千円,392.8,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,44000,大分県,2021000000,2021年,千円,466.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,44000,大分県,2020000000,2020年,千円,380.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,45000,宮崎県,2023000000,2023年,千円,359.5,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,45000,宮崎県,2022000000,2022年,千円,402.1,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,45000,宮崎県,2021000000,2021年,千円,424.6,
10,所定内給与額,32,Ｆ 電気・ガス・熱供給・水道業,2,男,45000,宮崎県,2020000000,2020年,千円,391.2,
